Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,LapNumber,AirTemp,TrackTemp,Humidity,WindSpeed,Round,SessionType,CircuitType,LapTimeSeconds,S1Seconds,S2Seconds,S3Seconds,TeamTier
PIA,McLaren,0 days 00:01:13.299000,0 days 00:00:20.912000,0 days 00:00:23.112000,0 days 00:00:29.275000,SOFT,4.0,251.0,288.0,272.0,313.0,True,14.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.299,20.912,23.112,29.275,4.0
LIN,Racing Bulls,0 days 00:01:15.228000,0 days 00:00:21.740000,0 days 00:00:23.796000,0 days 00:00:29.692000,MEDIUM,3.0,249.0,290.0,278.0,330.0,True,3.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,75.228,21.74,23.796,29.692,10.0
LIN,Racing Bulls,0 days 00:01:14.517000,0 days 00:00:21.251000,0 days 00:00:23.753000,0 days 00:00:29.513000,MEDIUM,5.0,252.0,288.0,278.0,324.0,True,5.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.517,21.251,23.753,29.513,10.0
LIN,Racing Bulls,0 days 00:01:14.395000,0 days 00:00:21.256000,0 days 00:00:23.580000,0 days 00:00:29.559000,MEDIUM,2.0,251.0,288.0,279.0,322.0,True,9.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.395,21.256,23.58,29.559,10.0
LIN,Racing Bulls,0 days 00:01:14.140000,0 days 00:00:21.097000,0 days 00:00:23.566000,0 days 00:00:29.477000,MEDIUM,4.0,250.0,286.0,280.0,320.0,True,11.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.14,21.097,23.566,29.477,10.0
LIN,Racing Bulls,0 days 00:01:13.985000,0 days 00:00:21.217000,0 days 00:00:23.452000,0 days 00:00:29.316000,SOFT,2.0,253.0,288.0,275.0,324.0,True,16.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.985,21.217,23.452,29.316,10.0
LIN,Racing Bulls,0 days 00:01:13.737000,0 days 00:00:21.013000,0 days 00:00:23.376000,0 days 00:00:29.348000,SOFT,4.0,251.0,287.0,277.0,323.0,True,18.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.737,21.013,23.376,29.348,10.0
HAD,Red Bull Racing,0 days 00:01:15.673000,0 days 00:00:22.102000,0 days 00:00:23.838000,0 days 00:00:29.733000,MEDIUM,2.0,245.0,287.0,283.0,313.0,True,2.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,75.673,22.102,23.838,29.733,1.0
HAD,Red Bull Racing,0 days 00:01:14.541000,0 days 00:00:21.405000,0 days 00:00:23.678000,0 days 00:00:29.458000,MEDIUM,4.0,248.0,288.0,294.0,318.0,True,4.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.541,21.405,23.678,29.458,1.0
HAD,Red Bull Racing,0 days 00:01:14.605000,0 days 00:00:21.322000,0 days 00:00:23.690000,0 days 00:00:29.593000,MEDIUM,2.0,251.0,285.0,281.0,314.0,True,8.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.605,21.322,23.69,29.593,1.0
HAD,Red Bull Racing,0 days 00:01:14.239000,0 days 00:00:21.179000,0 days 00:00:23.658000,0 days 00:00:29.402000,MEDIUM,4.0,251.0,287.0,282.0,316.0,True,10.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.239,21.179,23.658,29.402,1.0
HAD,Red Bull Racing,0 days 00:01:13.605000,0 days 00:00:20.887000,0 days 00:00:23.345000,0 days 00:00:29.373000,SOFT,3.0,254.0,286.0,280.0,314.0,True,14.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,73.605,20.887,23.345,29.373,1.0
HAD,Red Bull Racing,0 days 00:01:14.034000,0 days 00:00:21.035000,0 days 00:00:23.659000,0 days 00:00:29.340000,SOFT,5.0,251.0,286.0,280.0,315.0,False,16.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.034,21.035,23.659,29.34,1.0
SAI,Williams,0 days 00:01:15.500000,0 days 00:00:21.670000,0 days 00:00:24.014000,0 days 00:00:29.816000,MEDIUM,6.0,244.0,288.0,275.0,317.0,True,6.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,75.5,21.67,24.014,29.816,7.0
SAI,Williams,0 days 00:01:15.295000,0 days 00:00:21.641000,0 days 00:00:23.946000,0 days 00:00:29.708000,MEDIUM,2.0,246.0,289.0,276.0,321.0,True,12.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,75.295,21.641,23.946,29.708,7.0
SAI,Williams,0 days 00:01:14.828000,0 days 00:00:21.448000,0 days 00:00:23.819000,0 days 00:00:29.561000,MEDIUM,4.0,244.0,289.0,275.0,319.0,True,14.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.828,21.448,23.819,29.561,7.0
SAI,Williams,0 days 00:01:14.547000,0 days 00:00:21.263000,0 days 00:00:23.661000,0 days 00:00:29.623000,MEDIUM,7.0,244.0,289.0,273.0,314.0,True,17.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.547,21.263,23.661,29.623,7.0
SAI,Williams,0 days 00:01:14.629000,0 days 00:00:21.408000,0 days 00:00:23.683000,0 days 00:00:29.538000,SOFT,3.0,247.0,289.0,276.0,319.0,True,21.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.629,21.408,23.683,29.538,7.0
SAI,Williams,0 days 00:01:14.536000,0 days 00:00:21.305000,0 days 00:00:23.726000,0 days 00:00:29.505000,SOFT,5.0,245.0,288.0,275.0,320.0,True,23.0,19.979012345679013,41.37283950617284,24.243209876543208,1.388888888888889,5,SQ,permanent,74.536,21.305,23.726,29.505,7.0
ANT,Mercedes,0 days 00:01:14.313000,0 days 00:00:19.606000,0 days 00:00:35.059000,0 days 00:00:19.648000,SOFT,3.0,205.0,199.0,264.0,282.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.313,19.606,35.059,19.648,3.0
ANT,Mercedes,0 days 00:01:13.946000,0 days 00:00:19.393000,0 days 00:00:34.755000,0 days 00:00:19.798000,SOFT,6.0,209.0,178.0,263.0,281.0,True,6.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.946,19.393,34.755,19.798,3.0
ANT,Mercedes,0 days 00:01:13.599000,0 days 00:00:19.238000,0 days 00:00:34.852000,0 days 00:00:19.509000,SOFT,8.0,212.0,200.0,264.0,282.0,True,8.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.599,19.238,34.852,19.509,3.0
ANT,Mercedes,0 days 00:01:12.778000,0 days 00:00:19.121000,0 days 00:00:34.368000,0 days 00:00:19.289000,SOFT,3.0,215.0,201.0,264.0,282.0,True,13.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.778,19.121,34.368,19.289,3.0
ANT,Mercedes,0 days 00:01:12.704000,0 days 00:00:19.248000,0 days 00:00:34.290000,0 days 00:00:19.166000,SOFT,5.0,213.0,201.0,264.0,282.0,True,15.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.704,19.248,34.29,19.166,3.0
ANT,Mercedes,0 days 00:01:12.753000,0 days 00:00:19.119000,0 days 00:00:34.145000,0 days 00:00:19.489000,SOFT,3.0,214.0,203.0,265.0,283.0,False,19.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.753,19.119,34.145,19.489,3.0
ANT,Mercedes,0 days 00:01:12.375000,0 days 00:00:18.941000,0 days 00:00:34.183000,0 days 00:00:19.251000,SOFT,3.0,215.0,204.0,263.0,282.0,True,23.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.375,18.941,34.183,19.251,3.0
ANT,Mercedes,0 days 00:01:12.051000,0 days 00:00:18.934000,0 days 00:00:33.989000,0 days 00:00:19.128000,SOFT,3.0,215.0,203.0,264.0,282.0,True,27.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.051,18.934,33.989,19.128,3.0
LEC,Ferrari,0 days 00:01:14.141000,0 days 00:00:19.496000,0 days 00:00:34.827000,0 days 00:00:19.818000,SOFT,3.0,212.0,195.0,262.0,280.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.141,19.496,34.827,19.818,2.0
LEC,Ferrari,0 days 00:01:13.399000,0 days 00:00:19.280000,0 days 00:00:34.613000,0 days 00:00:19.506000,SOFT,5.0,213.0,201.0,263.0,280.0,True,5.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.399,19.28,34.613,19.506,2.0
LEC,Ferrari,0 days 00:01:13.293000,0 days 00:00:19.297000,0 days 00:00:34.426000,0 days 00:00:19.570000,SOFT,8.0,215.0,204.0,263.0,280.0,True,8.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.293,19.297,34.426,19.57,2.0
LEC,Ferrari,0 days 00:01:12.928000,0 days 00:00:19.210000,0 days 00:00:34.396000,0 days 00:00:19.322000,SOFT,3.0,218.0,199.0,263.0,280.0,True,13.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.928,19.21,34.396,19.322,2.0
LEC,Ferrari,0 days 00:01:12.774000,0 days 00:00:19.074000,0 days 00:00:34.258000,0 days 00:00:19.442000,SOFT,6.0,219.0,203.0,263.0,280.0,True,16.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.774,19.074,34.258,19.442,2.0
LEC,Ferrari,0 days 00:01:13.300000,0 days 00:00:19.405000,0 days 00:00:34.492000,0 days 00:00:19.403000,SOFT,3.0,215.0,200.0,264.0,280.0,False,20.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.3,19.405,34.492,19.403,2.0
LEC,Ferrari,0 days 00:01:12.351000,0 days 00:00:19.042000,0 days 00:00:34.035000,0 days 00:00:19.274000,SOFT,3.0,220.0,205.0,263.0,279.0,True,27.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.351,19.042,34.035,19.274,2.0
HAM,Ferrari,0 days 00:01:14.342000,0 days 00:00:19.745000,0 days 00:00:34.769000,0 days 00:00:19.828000,SOFT,3.0,211.0,198.0,262.0,281.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.342,19.745,34.769,19.828,2.0
HAM,Ferrari,0 days 00:01:13.804000,0 days 00:00:19.612000,0 days 00:00:34.610000,0 days 00:00:19.582000,SOFT,6.0,211.0,198.0,263.0,280.0,True,6.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.804,19.612,34.61,19.582,2.0
HAM,Ferrari,0 days 00:01:13.777000,0 days 00:00:19.402000,0 days 00:00:34.705000,0 days 00:00:19.670000,SOFT,9.0,211.0,199.0,263.0,280.0,True,9.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.777,19.402,34.705,19.67,2.0
HAM,Ferrari,0 days 00:01:13.091000,0 days 00:00:19.337000,0 days 00:00:34.321000,0 days 00:00:19.433000,SOFT,3.0,213.0,203.0,262.0,280.0,True,13.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.091,19.337,34.321,19.433,2.0
HAM,Ferrari,0 days 00:01:12.934000,0 days 00:00:19.267000,0 days 00:00:34.339000,0 days 00:00:19.328000,SOFT,3.0,216.0,201.0,264.0,280.0,True,19.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.934,19.267,34.339,19.328,2.0
HAM,Ferrari,0 days 00:01:12.553000,0 days 00:00:19.150000,0 days 00:00:34.126000,0 days 00:00:19.277000,SOFT,3.0,218.0,202.0,262.0,279.0,True,23.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.553,19.15,34.126,19.277,2.0
HAM,Ferrari,0 days 00:01:12.279000,0 days 00:00:19.103000,0 days 00:00:33.957000,0 days 00:00:19.219000,SOFT,3.0,220.0,205.0,263.0,280.0,True,27.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.279,19.103,33.957,19.219,2.0
RUS,Mercedes,0 days 00:01:15.732000,0 days 00:00:20.036000,0 days 00:00:35.671000,0 days 00:00:20.025000,SOFT,3.0,203.0,198.0,263.0,281.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,75.732,20.036,35.671,20.025,3.0
RUS,Mercedes,0 days 00:01:14.857000,0 days 00:00:19.682000,0 days 00:00:35.196000,0 days 00:00:19.979000,SOFT,6.0,211.0,197.0,263.0,282.0,True,6.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.857,19.682,35.196,19.979,3.0
RUS,Mercedes,0 days 00:01:14.214000,0 days 00:00:19.504000,0 days 00:00:35.031000,0 days 00:00:19.679000,SOFT,8.0,215.0,196.0,265.0,281.0,True,8.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.214,19.504,35.031,19.679,3.0
RUS,Mercedes,0 days 00:01:13.723000,0 days 00:00:19.455000,0 days 00:00:34.799000,0 days 00:00:19.469000,SOFT,3.0,212.0,200.0,264.0,280.0,True,13.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.723,19.455,34.799,19.469,3.0
RUS,Mercedes,0 days 00:01:13.321000,0 days 00:00:19.267000,0 days 00:00:34.527000,0 days 00:00:19.527000,SOFT,5.0,213.0,200.0,263.0,280.0,True,15.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.321,19.267,34.527,19.527,3.0
RUS,Mercedes,0 days 00:01:13.238000,0 days 00:00:19.300000,0 days 00:00:34.490000,0 days 00:00:19.448000,SOFT,3.0,214.0,202.0,266.0,283.0,True,19.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.238,19.3,34.49,19.448,3.0
RUS,Mercedes,0 days 00:01:12.826000,0 days 00:00:19.196000,0 days 00:00:34.300000,0 days 00:00:19.330000,SOFT,3.0,215.0,206.0,264.0,280.0,True,23.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.826,19.196,34.3,19.33,3.0
RUS,Mercedes,0 days 00:01:12.445000,0 days 00:00:18.970000,0 days 00:00:34.253000,0 days 00:00:19.222000,SOFT,3.0,219.0,206.0,264.0,281.0,True,27.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.445,18.97,34.253,19.222,3.0
VER,Red Bull Racing,0 days 00:01:14.504000,0 days 00:00:19.438000,0 days 00:00:35.267000,0 days 00:00:19.799000,SOFT,3.0,216.0,195.0,266.0,282.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.504,19.438,35.267,19.799,1.0
VER,Red Bull Racing,0 days 00:01:14.007000,0 days 00:00:19.500000,0 days 00:00:34.930000,0 days 00:00:19.577000,SOFT,5.0,210.0,204.0,265.0,282.0,True,5.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.007,19.5,34.93,19.577,1.0
VER,Red Bull Racing,0 days 00:01:13.490000,0 days 00:00:19.239000,0 days 00:00:34.711000,0 days 00:00:19.540000,SOFT,7.0,216.0,199.0,264.0,282.0,True,7.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.49,19.239,34.711,19.54,1.0
VER,Red Bull Racing,0 days 00:01:13.205000,0 days 00:00:19.236000,0 days 00:00:34.601000,0 days 00:00:19.368000,SOFT,3.0,215.0,201.0,266.0,282.0,True,11.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.205,19.236,34.601,19.368,1.0
VER,Red Bull Racing,0 days 00:01:12.840000,0 days 00:00:19.034000,0 days 00:00:34.569000,0 days 00:00:19.237000,SOFT,5.0,218.0,205.0,265.0,281.0,True,13.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.84,19.034,34.569,19.237,1.0
VER,Red Bull Racing,0 days 00:01:12.499000,0 days 00:00:18.946000,0 days 00:00:34.317000,0 days 00:00:19.236000,SOFT,3.0,219.0,205.0,265.0,282.0,True,17.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.499,18.946,34.317,19.236,1.0
VER,Red Bull Racing,0 days 00:01:12.376000,0 days 00:00:18.910000,0 days 00:00:34.223000,0 days 00:00:19.243000,SOFT,3.0,218.0,207.0,264.0,281.0,True,21.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.376,18.91,34.223,19.243,1.0
VER,Red Bull Racing,0 days 00:01:12.094000,0 days 00:00:18.827000,0 days 00:00:34.184000,0 days 00:00:19.083000,SOFT,3.0,218.0,203.0,264.0,280.0,True,25.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.094,18.827,34.184,19.083,1.0
PIA,McLaren,0 days 00:01:14.818000,0 days 00:00:19.744000,0 days 00:00:35.218000,0 days 00:00:19.856000,SOFT,3.0,208.0,199.0,264.0,282.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.818,19.744,35.218,19.856,4.0
PIA,McLaren,0 days 00:01:14.159000,0 days 00:00:19.540000,0 days 00:00:34.942000,0 days 00:00:19.677000,SOFT,5.0,212.0,203.0,265.0,280.0,True,5.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.159,19.54,34.942,19.677,4.0
PIA,McLaren,0 days 00:01:14.189000,0 days 00:00:19.647000,0 days 00:00:34.963000,0 days 00:00:19.579000,SOFT,8.0,201.0,203.0,264.0,281.0,False,8.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.189,19.647,34.963,19.579,4.0
PIA,McLaren,0 days 00:01:13.072000,0 days 00:00:19.265000,0 days 00:00:34.501000,0 days 00:00:19.306000,SOFT,3.0,208.0,203.0,264.0,281.0,True,14.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.072,19.265,34.501,19.306,4.0
PIA,McLaren,0 days 00:01:13.010000,0 days 00:00:19.289000,0 days 00:00:34.387000,0 days 00:00:19.334000,SOFT,3.0,211.0,207.0,264.0,279.0,True,18.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.01,19.289,34.387,19.334,4.0
PIA,McLaren,0 days 00:01:12.983000,0 days 00:00:19.191000,0 days 00:00:34.413000,0 days 00:00:19.379000,SOFT,5.0,214.0,205.0,265.0,282.0,True,20.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.983,19.191,34.413,19.379,4.0
PIA,McLaren,0 days 00:01:12.916000,0 days 00:00:19.039000,0 days 00:00:34.257000,0 days 00:00:19.620000,SOFT,3.0,215.0,205.0,263.0,281.0,True,24.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.916,19.039,34.257,19.62,4.0
PIA,McLaren,0 days 00:01:12.624000,0 days 00:00:19.047000,0 days 00:00:34.288000,0 days 00:00:19.289000,SOFT,3.0,212.0,208.0,264.0,281.0,True,28.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.624,19.047,34.288,19.289,4.0
HAD,Red Bull Racing,0 days 00:01:15.007000,0 days 00:00:19.859000,0 days 00:00:35.245000,0 days 00:00:19.903000,SOFT,4.0,209.0,191.0,263.0,281.0,True,4.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,75.007,19.859,35.245,19.903,1.0
HAD,Red Bull Racing,0 days 00:01:14.617000,0 days 00:00:19.546000,0 days 00:00:35.317000,0 days 00:00:19.754000,SOFT,5.0,212.0,195.0,263.0,280.0,True,5.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.617,19.546,35.317,19.754,1.0
HAD,Red Bull Racing,0 days 00:01:14.408000,0 days 00:00:19.566000,0 days 00:00:35.084000,0 days 00:00:19.758000,SOFT,7.0,214.0,194.0,263.0,282.0,True,7.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.408,19.566,35.084,19.758,1.0
HAD,Red Bull Racing,0 days 00:01:13.162000,0 days 00:00:19.118000,0 days 00:00:34.596000,0 days 00:00:19.448000,SOFT,3.0,216.0,197.0,264.0,281.0,True,12.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.162,19.118,34.596,19.448,1.0
HAD,Red Bull Racing,0 days 00:01:12.722000,0 days 00:00:19.051000,0 days 00:00:34.311000,0 days 00:00:19.360000,SOFT,3.0,219.0,198.0,265.0,281.0,True,16.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.722,19.051,34.311,19.36,1.0
HAD,Red Bull Racing,0 days 00:01:12.885000,0 days 00:00:19.026000,0 days 00:00:34.505000,0 days 00:00:19.354000,SOFT,3.0,219.0,200.0,263.0,282.0,True,20.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.885,19.026,34.505,19.354,1.0
HAD,Red Bull Racing,0 days 00:01:12.434000,0 days 00:00:19.001000,0 days 00:00:34.202000,0 days 00:00:19.231000,SOFT,3.0,219.0,201.0,264.0,281.0,True,24.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.434,19.001,34.202,19.231,1.0
NOR,McLaren,0 days 00:01:14.295000,0 days 00:00:19.652000,0 days 00:00:34.990000,0 days 00:00:19.653000,SOFT,3.0,207.0,202.0,264.0,281.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.295,19.652,34.99,19.653,4.0
NOR,McLaren,0 days 00:01:13.796000,0 days 00:00:19.503000,0 days 00:00:34.806000,0 days 00:00:19.487000,SOFT,5.0,212.0,202.0,264.0,281.0,True,5.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.796,19.503,34.806,19.487,4.0
NOR,McLaren,0 days 00:01:13.630000,0 days 00:00:19.295000,0 days 00:00:34.777000,0 days 00:00:19.558000,SOFT,8.0,214.0,203.0,264.0,281.0,True,8.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.63,19.295,34.777,19.558,4.0
NOR,McLaren,0 days 00:01:12.919000,0 days 00:00:19.252000,0 days 00:00:34.303000,0 days 00:00:19.364000,SOFT,3.0,215.0,206.0,264.0,280.0,True,14.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.919,19.252,34.303,19.364,4.0
NOR,McLaren,0 days 00:01:12.976000,0 days 00:00:19.185000,0 days 00:00:34.521000,0 days 00:00:19.270000,SOFT,5.0,216.0,204.0,264.0,279.0,False,16.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.976,19.185,34.521,19.27,4.0
NOR,McLaren,0 days 00:01:13.263000,0 days 00:00:19.480000,0 days 00:00:34.602000,0 days 00:00:19.181000,SOFT,3.0,212.0,199.0,264.0,280.0,False,20.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.263,19.48,34.602,19.181,4.0
NOR,McLaren,0 days 00:01:12.765000,0 days 00:00:19.124000,0 days 00:00:34.297000,0 days 00:00:19.344000,SOFT,3.0,219.0,203.0,264.0,280.0,True,24.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,72.765,19.124,34.297,19.344,4.0
GAS,Alpine,0 days 00:01:15.725000,0 days 00:00:19.783000,0 days 00:00:35.791000,0 days 00:00:20.151000,SOFT,4.0,207.0,193.0,266.0,284.0,True,4.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,75.725,19.783,35.791,20.151,6.0
GAS,Alpine,0 days 00:01:15.639000,0 days 00:00:20.120000,0 days 00:00:35.618000,0 days 00:00:19.901000,SOFT,3.0,202.0,195.0,265.0,283.0,True,8.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,75.639,20.12,35.618,19.901,6.0
GAS,Alpine,0 days 00:01:14.469000,0 days 00:00:19.675000,0 days 00:00:35.111000,0 days 00:00:19.683000,SOFT,5.0,207.0,198.0,266.0,284.0,True,10.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.469,19.675,35.111,19.683,6.0
GAS,Alpine,0 days 00:01:14.151000,0 days 00:00:19.679000,0 days 00:00:34.880000,0 days 00:00:19.592000,SOFT,4.0,208.0,200.0,265.0,284.0,True,17.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.151,19.679,34.88,19.592,6.0
GAS,Alpine,0 days 00:01:13.762000,0 days 00:00:19.379000,0 days 00:00:34.838000,0 days 00:00:19.545000,SOFT,3.0,210.0,200.0,266.0,284.0,True,21.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.762,19.379,34.838,19.545,6.0
GAS,Alpine,0 days 00:01:14.224000,0 days 00:00:19.623000,0 days 00:00:35.015000,0 days 00:00:19.586000,SOFT,5.0,210.0,197.0,267.0,284.0,False,23.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.224,19.623,35.015,19.586,6.0
GAS,Alpine,0 days 00:01:14.012000,0 days 00:00:19.438000,0 days 00:00:35.022000,0 days 00:00:19.552000,SOFT,8.0,211.0,198.0,265.0,284.0,True,27.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.012,19.438,35.022,19.552,6.0
GAS,Alpine,0 days 00:01:13.226000,0 days 00:00:19.278000,0 days 00:00:34.512000,0 days 00:00:19.436000,SOFT,3.0,213.0,195.0,265.0,284.0,True,31.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,73.226,19.278,34.512,19.436,6.0
LAW,Racing Bulls,0 days 00:01:15.477000,0 days 00:00:19.898000,0 days 00:00:35.554000,0 days 00:00:20.025000,SOFT,3.0,202.0,188.0,265.0,283.0,True,3.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,75.477,19.898,35.554,20.025,10.0
LAW,Racing Bulls,0 days 00:01:14.498000,0 days 00:00:19.751000,0 days 00:00:35.213000,0 days 00:00:19.534000,SOFT,3.0,204.0,196.0,265.0,283.0,True,9.0,23.678571428571427,38.47619047619048,54.90952380952382,0.8583333333333334,6,Q,street,74.498,19.751,35.213,19.534,10.0
